Genomes	C	S	D	F	M	n
xanthomonadales/GCA_015998885.1_ASM1599888v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998885.1_ASM1599888v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_015998895.1_ASM1599889v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998895.1_ASM1599889v1_genomic.fna.txt;100.0	99.7	0.3	0.0	0.0	1152	   
xanthomonadales/GCA_015998945.1_ASM1599894v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998945.1_ASM1599894v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_015998965.1_ASM1599896v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998965.1_ASM1599896v1_genomic.fna.txt;99.7	99.5	0.2	0.2	0.1	1152	   
xanthomonadales/GCA_015998985.1_ASM1599898v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998985.1_ASM1599898v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_015998995.1_ASM1599899v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_015998995.1_ASM1599899v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_016082115.1_ASM1608211v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_016082115.1_ASM1608211v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_016126935.1_ASM1612693v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_016126935.1_ASM1612693v1_genomic.fna.txt;99.8	99.6	0.2	0.2	0.0	1152	   
xanthomonadales/GCA_016652805.1_ASM1665280v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_016652805.1_ASM1665280v1_genomic.fna.txt;99.8	99.7	0.1	0.2	0.0	1152	   
xanthomonadales/GCA_016659185.1_ASM1665918v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_016659185.1_ASM1665918v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_016735545.1_ASM1673554v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_016735545.1_ASM1673554v1_genomic.fna.txt;51.6	51.3	0.3	0.2	48.2	1152	   
xanthomonadales/GCA_016735555.1_ASM1673555v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_016735555.1_ASM1673555v1_genomic.fna.txt;98.8	98.7	0.1	0.2	1.0	1152	   
xanthomonadales/GCA_016807485.1_ASM1680748v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_016807485.1_ASM1680748v1_genomic.fna.txt;5.5	5.3	0.2	0.5	94.0	1152	   
xanthomonadales/GCA_017149615.1_ASM1714961v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149615.1_ASM1714961v1_genomic.fna.txt;99.5	99.4	0.1	0.0	0.5	1152	   
xanthomonadales/GCA_017149635.1_ASM1714963v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149635.1_ASM1714963v1_genomic.fna.txt;98.8	98.7	0.1	0.1	1.1	1152	   
xanthomonadales/GCA_017149655.1_ASM1714965v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149655.1_ASM1714965v1_genomic.fna.txt;99.1	99.0	0.1	0.1	0.8	1152	   
xanthomonadales/GCA_017149675.1_ASM1714967v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149675.1_ASM1714967v1_genomic.fna.txt;99.3	99.2	0.1	0.2	0.5	1152	   
xanthomonadales/GCA_017149685.1_ASM1714968v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149685.1_ASM1714968v1_genomic.fna.txt;98.7	98.5	0.2	0.2	1.1	1152	   
xanthomonadales/GCA_017149715.1_ASM1714971v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149715.1_ASM1714971v1_genomic.fna.txt;98.5	98.2	0.3	0.1	1.4	1152	   
xanthomonadales/GCA_017149735.1_ASM1714973v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149735.1_ASM1714973v1_genomic.fna.txt;98.2	98.1	0.1	0.1	1.7	1152	   
xanthomonadales/GCA_017149755.1_ASM1714975v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149755.1_ASM1714975v1_genomic.fna.txt;99.0	98.7	0.3	0.1	0.9	1152	   
xanthomonadales/GCA_017149775.1_ASM1714977v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149775.1_ASM1714977v1_genomic.fna.txt;99.3	99.0	0.3	0.1	0.6	1152	   
xanthomonadales/GCA_017149795.1_ASM1714979v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149795.1_ASM1714979v1_genomic.fna.txt;98.9	98.8	0.1	0.0	1.1	1152	   
xanthomonadales/GCA_017149805.1_ASM1714980v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149805.1_ASM1714980v1_genomic.fna.txt;99.3	99.3	0.0	0.1	0.6	1152	   
xanthomonadales/GCA_017149835.1_ASM1714983v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149835.1_ASM1714983v1_genomic.fna.txt;99.4	99.3	0.1	0.0	0.6	1152	   
xanthomonadales/GCA_017149855.1_ASM1714985v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149855.1_ASM1714985v1_genomic.fna.txt;98.7	98.3	0.4	0.2	1.1	1152	   
xanthomonadales/GCA_017149875.1_ASM1714987v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149875.1_ASM1714987v1_genomic.fna.txt;99.0	98.8	0.2	0.3	0.7	1152	   
xanthomonadales/GCA_017149885.1_ASM1714988v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149885.1_ASM1714988v1_genomic.fna.txt;98.7	98.4	0.3	0.1	1.2	1152	   
xanthomonadales/GCA_017149915.1_ASM1714991v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149915.1_ASM1714991v1_genomic.fna.txt;98.8	98.7	0.1	0.3	0.9	1152	   
xanthomonadales/GCA_017149935.1_ASM1714993v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149935.1_ASM1714993v1_genomic.fna.txt;98.7	98.5	0.2	0.1	1.2	1152	   
xanthomonadales/GCA_017149955.1_ASM1714995v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149955.1_ASM1714995v1_genomic.fna.txt;98.9	98.7	0.2	0.1	1.0	1152	   
xanthomonadales/GCA_017149975.1_ASM1714997v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149975.1_ASM1714997v1_genomic.fna.txt;98.5	98.4	0.1	0.1	1.4	1152	   
xanthomonadales/GCA_017149995.1_ASM1714999v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017149995.1_ASM1714999v1_genomic.fna.txt;98.6	98.4	0.2	0.1	1.3	1152	   
xanthomonadales/GCA_017150015.1_ASM1715001v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150015.1_ASM1715001v1_genomic.fna.txt;99.0	98.6	0.4	0.3	0.7	1152	   
xanthomonadales/GCA_017150035.1_ASM1715003v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150035.1_ASM1715003v1_genomic.fna.txt;98.7	98.6	0.1	0.0	1.3	1152	   
xanthomonadales/GCA_017150055.1_ASM1715005v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150055.1_ASM1715005v1_genomic.fna.txt;96.7	96.6	0.1	0.0	3.3	1152	   
xanthomonadales/GCA_017150075.1_ASM1715007v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150075.1_ASM1715007v1_genomic.fna.txt;99.1	98.9	0.2	0.1	0.8	1152	   
xanthomonadales/GCA_017150095.1_ASM1715009v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150095.1_ASM1715009v1_genomic.fna.txt;99.1	99.0	0.1	0.1	0.8	1152	   
xanthomonadales/GCA_017150115.1_ASM1715011v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150115.1_ASM1715011v1_genomic.fna.txt;99.0	98.8	0.2	0.1	0.9	1152	   
xanthomonadales/GCA_017150135.1_ASM1715013v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150135.1_ASM1715013v1_genomic.fna.txt;98.8	98.5	0.3	0.1	1.1	1152	   
xanthomonadales/GCA_017150155.1_ASM1715015v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150155.1_ASM1715015v1_genomic.fna.txt;99.4	99.3	0.1	0.0	0.6	1152	   
xanthomonadales/GCA_017150175.1_ASM1715017v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150175.1_ASM1715017v1_genomic.fna.txt;98.6	98.4	0.2	0.1	1.3	1152	   
xanthomonadales/GCA_017150195.1_ASM1715019v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150195.1_ASM1715019v1_genomic.fna.txt;99.0	98.7	0.3	0.0	1.0	1152	   
xanthomonadales/GCA_017150215.1_ASM1715021v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150215.1_ASM1715021v1_genomic.fna.txt;98.8	98.6	0.2	0.2	1.0	1152	   
xanthomonadales/GCA_017150235.1_ASM1715023v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150235.1_ASM1715023v1_genomic.fna.txt;99.1	98.8	0.3	0.1	0.8	1152	   
xanthomonadales/GCA_017150255.1_ASM1715025v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150255.1_ASM1715025v1_genomic.fna.txt;98.7	98.6	0.1	0.3	1.0	1152	   
xanthomonadales/GCA_017150275.1_ASM1715027v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150275.1_ASM1715027v1_genomic.fna.txt;98.3	98.2	0.1	0.1	1.6	1152	   
xanthomonadales/GCA_017150295.1_ASM1715029v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150295.1_ASM1715029v1_genomic.fna.txt;99.1	98.9	0.2	0.1	0.8	1152	   
xanthomonadales/GCA_017150315.1_ASM1715031v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150315.1_ASM1715031v1_genomic.fna.txt;99.1	98.9	0.2	0.1	0.8	1152	   
xanthomonadales/GCA_017150335.1_ASM1715033v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150335.1_ASM1715033v1_genomic.fna.txt;99.2	99.0	0.2	0.0	0.8	1152	   
xanthomonadales/GCA_017150355.1_ASM1715035v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150355.1_ASM1715035v1_genomic.fna.txt;98.9	98.7	0.2	0.2	0.9	1152	   
xanthomonadales/GCA_017150375.1_ASM1715037v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150375.1_ASM1715037v1_genomic.fna.txt;99.5	99.3	0.2	0.0	0.5	1152	   
xanthomonadales/GCA_017150395.1_ASM1715039v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150395.1_ASM1715039v1_genomic.fna.txt;98.5	98.3	0.2	0.2	1.3	1152	   
xanthomonadales/GCA_017150415.1_ASM1715041v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150415.1_ASM1715041v1_genomic.fna.txt;99.1	98.8	0.3	0.1	0.8	1152	   
xanthomonadales/GCA_017150435.1_ASM1715043v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150435.1_ASM1715043v1_genomic.fna.txt;99.1	98.8	0.3	0.2	0.7	1152	   
xanthomonadales/GCA_017150455.1_ASM1715045v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150455.1_ASM1715045v1_genomic.fna.txt;99.0	98.9	0.1	0.1	0.9	1152	   
xanthomonadales/GCA_017150475.1_ASM1715047v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150475.1_ASM1715047v1_genomic.fna.txt;99.1	99.0	0.1	0.0	0.9	1152	   
xanthomonadales/GCA_017150495.1_ASM1715049v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150495.1_ASM1715049v1_genomic.fna.txt;99.2	98.9	0.3	0.2	0.6	1152	   
xanthomonadales/GCA_017150515.1_ASM1715051v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150515.1_ASM1715051v1_genomic.fna.txt;98.9	98.7	0.2	0.0	1.1	1152	   
xanthomonadales/GCA_017150535.1_ASM1715053v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150535.1_ASM1715053v1_genomic.fna.txt;98.5	98.4	0.1	0.2	1.3	1152	   
xanthomonadales/GCA_017150555.1_ASM1715055v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150555.1_ASM1715055v1_genomic.fna.txt;99.2	99.0	0.2	0.1	0.7	1152	   
xanthomonadales/GCA_017150575.1_ASM1715057v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150575.1_ASM1715057v1_genomic.fna.txt;99.2	99.0	0.2	0.0	0.8	1152	   
xanthomonadales/GCA_017150595.1_ASM1715059v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150595.1_ASM1715059v1_genomic.fna.txt;99.1	99.0	0.1	0.1	0.8	1152	   
xanthomonadales/GCA_017150615.1_ASM1715061v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150615.1_ASM1715061v1_genomic.fna.txt;98.7	98.5	0.2	0.1	1.2	1152	   
xanthomonadales/GCA_017150635.1_ASM1715063v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150635.1_ASM1715063v1_genomic.fna.txt;98.9	98.8	0.1	0.1	1.0	1152	   
xanthomonadales/GCA_017150655.1_ASM1715065v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150655.1_ASM1715065v1_genomic.fna.txt;99.1	99.0	0.1	0.0	0.9	1152	   
xanthomonadales/GCA_017150675.1_ASM1715067v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150675.1_ASM1715067v1_genomic.fna.txt;98.8	98.6	0.2	0.1	1.1	1152	   
xanthomonadales/GCA_017150685.1_ASM1715068v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150685.1_ASM1715068v1_genomic.fna.txt;98.7	98.6	0.1	0.0	1.3	1152	   
xanthomonadales/GCA_017150715.1_ASM1715071v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150715.1_ASM1715071v1_genomic.fna.txt;99.0	98.7	0.3	0.1	0.9	1152	   
xanthomonadales/GCA_017150755.1_ASM1715075v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017150755.1_ASM1715075v1_genomic.fna.txt;98.2	98.1	0.1	0.1	1.7	1152	   
xanthomonadales/GCA_017152275.1_ASM1715227v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017152275.1_ASM1715227v1_genomic.fna.txt;99.1	99.0	0.1	0.1	0.8	1152	   
xanthomonadales/GCA_017287455.1_ASM1728745v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017287455.1_ASM1728745v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_017287615.1_ASM1728761v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017287615.1_ASM1728761v1_genomic.fna.txt;99.9	99.6	0.3	0.0	0.1	1152	   
xanthomonadales/GCA_017287815.1_ASM1728781v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017287815.1_ASM1728781v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_017287835.1_ASM1728783v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017287835.1_ASM1728783v1_genomic.fna.txt;99.8	99.5	0.3	0.1	0.1	1152	   
xanthomonadales/GCA_017287995.1_ASM1728799v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017287995.1_ASM1728799v1_genomic.fna.txt;99.9	99.6	0.3	0.0	0.1	1152	   
xanthomonadales/GCA_017292165.1_ASM1729216v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017292165.1_ASM1729216v1_genomic.fna.txt;99.5	99.2	0.3	0.2	0.3	1152	   
xanthomonadales/GCA_017315435.1_ASM1731543v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017315435.1_ASM1731543v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_017565445.1_ASM1756544v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017565445.1_ASM1756544v1_genomic.fna.txt;98.7	98.5	0.2	0.5	0.8	1152	   
xanthomonadales/GCA_017581785.1_ASM1758178v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017581785.1_ASM1758178v1_genomic.fna.txt;99.3	99.0	0.3	0.5	0.2	1152	   
xanthomonadales/GCA_017582325.1_ASM1758232v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017582325.1_ASM1758232v1_genomic.fna.txt;99.6	99.3	0.3	0.2	0.2	1152	   
xanthomonadales/GCA_017582525.1_ASM1758252v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017582525.1_ASM1758252v1_genomic.fna.txt;99.6	99.3	0.3	0.2	0.2	1152	   
xanthomonadales/GCA_017582605.1_ASM1758260v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017582605.1_ASM1758260v1_genomic.fna.txt;99.8	99.5	0.3	0.1	0.1	1152	   
xanthomonadales/GCA_017582615.1_ASM1758261v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017582615.1_ASM1758261v1_genomic.fna.txt;99.7	99.4	0.3	0.2	0.1	1152	   
xanthomonadales/GCA_017582655.1_ASM1758265v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017582655.1_ASM1758265v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_017838015.1_ASM1783801v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017838015.1_ASM1783801v1_genomic.fna.txt;99.3	99.1	0.2	0.1	0.6	1152	   
xanthomonadales/GCA_017838025.1_ASM1783802v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_017838025.1_ASM1783802v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_018917605.1_ASM1891760v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_018917605.1_ASM1891760v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_019048905.1_ASM1904890v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_019048905.1_ASM1904890v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_019203765.1_ASM1920376v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_019203765.1_ASM1920376v1_genomic.fna.txt;59.7	59.5	0.2	20.5	19.8	1152	   
xanthomonadales/GCA_019807975.1_ASM1980797v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_019807975.1_ASM1980797v1_genomic.fna.txt;99.6	99.0	0.6	0.2	0.2	1152	   
xanthomonadales/GCA_019891375.1_ASM1989137v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_019891375.1_ASM1989137v1_genomic.fna.txt;99.8	99.6	0.2	0.0	0.2	1152	   
xanthomonadales/GCA_019969825.1_ASM1996982v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_019969825.1_ASM1996982v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_020080085.1_ASM2008008v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_020080085.1_ASM2008008v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_020099655.1_PDT001135716.1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_020099655.1_PDT001135716.1_genomic.fna.txt;6.3	6.3	0.0	0.1	93.6	1152	   
xanthomonadales/GCA_020132085.1_ASM2013208v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_020132085.1_ASM2013208v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_020166085.1_ASM2016608v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_020166085.1_ASM2016608v1_genomic.fna.txt;99.5	99.2	0.3	0.1	0.4	1152	   
xanthomonadales/GCA_020551925.1_ASM2055192v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_020551925.1_ASM2055192v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_020641075.1_ASM2064107v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_020641075.1_ASM2064107v1_genomic.fna.txt;99.9	99.6	0.3	0.1	0.0	1152	   
xanthomonadales/GCA_020641085.1_ASM2064108v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_020641085.1_ASM2064108v1_genomic.fna.txt;99.8	99.5	0.3	0.0	0.2	1152	   
xanthomonadales/GCA_020641095.1_ASM2064109v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_020641095.1_ASM2064109v1_genomic.fna.txt;99.7	99.6	0.1	0.1	0.2	1152	   
xanthomonadales/GCA_020641355.1_ASM2064135v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_020641355.1_ASM2064135v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_020641365.1_ASM2064136v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_020641365.1_ASM2064136v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_020641395.1_ASM2064139v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_020641395.1_ASM2064139v1_genomic.fna.txt;99.8	99.6	0.2	0.0	0.2	1152	   
xanthomonadales/GCA_020641415.1_ASM2064141v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_020641415.1_ASM2064141v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_020641425.1_ASM2064142v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_020641425.1_ASM2064142v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_020641455.1_ASM2064145v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_020641455.1_ASM2064145v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_021117175.1_ASM2111717v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021117175.1_ASM2111717v1_genomic.fna.txt;99.6	99.4	0.2	0.2	0.2	1152	   
xanthomonadales/GCA_021117195.1_ASM2111719v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021117195.1_ASM2111719v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_021117215.1_ASM2111721v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021117215.1_ASM2111721v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_021117235.1_ASM2111723v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021117235.1_ASM2111723v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_021117255.1_ASM2111725v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021117255.1_ASM2111725v1_genomic.fna.txt;99.9	99.6	0.3	0.0	0.1	1152	   
xanthomonadales/GCA_021139765.1_ASM2113976v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021139765.1_ASM2113976v1_genomic.fna.txt;100.0	99.7	0.3	0.0	0.0	1152	   
xanthomonadales/GCA_021378335.1_ASM2137833v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021378335.1_ASM2137833v1_genomic.fna.txt;99.3	98.7	0.6	0.2	0.5	1152	   
xanthomonadales/GCA_021441865.1_ASM2144186v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021441865.1_ASM2144186v1_genomic.fna.txt;99.9	99.6	0.3	0.1	0.0	1152	   
xanthomonadales/GCA_021554075.1_ASM2155407v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554075.1_ASM2155407v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_021554095.1_ASM2155409v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554095.1_ASM2155409v1_genomic.fna.txt;99.9	99.6	0.3	0.1	0.0	1152	   
xanthomonadales/GCA_021554115.1_ASM2155411v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554115.1_ASM2155411v1_genomic.fna.txt;99.9	99.6	0.3	0.1	0.0	1152	   
xanthomonadales/GCA_021554125.1_ASM2155412v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554125.1_ASM2155412v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_021554135.1_ASM2155413v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554135.1_ASM2155413v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_021554175.1_ASM2155417v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554175.1_ASM2155417v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_021554195.1_ASM2155419v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554195.1_ASM2155419v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_021554235.1_ASM2155423v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554235.1_ASM2155423v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_021554255.1_ASM2155425v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554255.1_ASM2155425v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_021554275.1_ASM2155427v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554275.1_ASM2155427v1_genomic.fna.txt;99.9	99.6	0.3	0.1	0.0	1152	   
xanthomonadales/GCA_021554295.1_ASM2155429v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554295.1_ASM2155429v1_genomic.fna.txt;99.9	99.6	0.3	0.0	0.1	1152	   
xanthomonadales/GCA_021554315.1_ASM2155431v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554315.1_ASM2155431v1_genomic.fna.txt;99.9	99.6	0.3	0.0	0.1	1152	   
xanthomonadales/GCA_021554335.1_ASM2155433v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554335.1_ASM2155433v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_021554355.1_ASM2155435v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_021554355.1_ASM2155435v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
